Número de artículo,Descripción del artículo,Código SN,Nombre SN,Válido,De fecha,Hasta fecha,Nº catálogo SN,Descripción de catálogo de SN,Cantidad,Precio especial,Moneda del precio,Descuento en %
104065,ET NAF ALBANENE TEJIDOS 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/15/2024,,3938,ET NAF NAF ALBA PR DELI TEJIDOS CRUDO,"3,000.00",131,COP,0
104065,ET NAF ALBANENE TEJIDOS 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/15/2024,,3938,ET NAF NAF ALBA PR DELI TEJIDOS CRUDO,"5,000.00",98,COP,0
104065,ET NAF ALBANENE TEJIDOS 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/15/2024,,3938,ET NAF NAF ALBA PR DELI TEJIDOS CRUDO,"7,000.00",83,COP,0
104065,ET NAF ALBANENE TEJIDOS 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/15/2024,,3938,ET NAF NAF ALBA PR DELI TEJIDOS CRUDO,"10,000.00",73,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,500.00,546,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"1,000.00",298,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"2,000.00",173,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"3,000.00",131,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"5,000.00",98,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"7,000.00",83,COP,0
104134,ET NAF ALBANENE MANUALIDAD 2023,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,8/20/2024,,4540,ET NAF NAF ALBA PR manualidad CRUDO,"10,000.00",73,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,500.00,517,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"1,000.00",292,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"2,000.00",177,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"3,000.00",139,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"5,000.00",107,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"7,000.00",96,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"10,000.00",87,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"20,000.00",73,COP,0
105086,ET VIVANT ECO ANIMAL BANK 40 X 123 MM NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,7/2/2024,,3833,ET ECO VIVANT ANIMAL BANC CRUDO,"30,000.00",69,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,500,546,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"1,000.00",298,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"2,000.00",173,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"3,000.00",131,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"5,000.00",98,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"7,000.00",83,COP,0
105864,ET NAF ALBANENE ESTAMPADO METALICO 2017,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,9/22/2024,,4066,MA NAF ESTAMP METALICO 4066 CRUDO,"10,000.00",73,COP,0
105877,ET VIVANT A LIFE WELL LIVED COMPLEMENTO FLOW FEELING NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,11/6/2024,,3834,ET FIT VIVANT Flow Gris CRUDO,"2,000.00",103,COP,0
105988,ET VIVANT A LIFE WELL LIVED PRINCIPAL NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,11/6/2024,,3835,ET PPAL VIVANT PRINCIPAL CRUDO,"2,000.00",0.01,COP,0
105988,ET VIVANT A LIFE WELL LIVED PRINCIPAL NAFTALINA,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,11/6/2024,,3835,ET PPAL VIVANT PRINCIPAL CRUDO,"3,000.00",249,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,500.00,546,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"1,000.00",298,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"2,000.00",173,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"3,000.00",131,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"5,000.00",98,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"7,000.00",83,COP,0
106123,ET NAF ALBANENE CONTRASTE 2024,CN900426666,COMERCIALIZADORA MANUTEX S.A.S,Y,12/2/2024,,4296,ET NAF CUIDADO ESPE 4296 CONTRASTE,"10,000.00",73,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,500,792,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"1,000.00",465,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"2,000.00",300,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"3,000.00",245,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"5,000.00",201,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"7,000.00",183,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"10,000.00",171,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"15,000.00",162,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"20,000.00",157,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"30,000.00",150,COP,0
100579,ET RIFLE GENERICA 2021 7101616 14002096001,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,8/8/2023,,ETIQUETA GENERICA,ETIQUETA PAPEL GENERICA,"50,000.00",145,COP,0
100581,ET RIFLE PRET MASC SLIM T28 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T28 L32,1,175,COP,0
100672,ET RIFLE PRET MASC SLIM T28 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T28 L34,1,175,COP,0
100673,ET RIFLE PRET MASC SLIM T30 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T30 L32,1,175,COP,0
100674,ET RIFLE PRET MASC SLIM T30 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T30 L34,1,175,COP,0
100675,ET RIFLE PRET MASC SLIM T32 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T32 L32,1,175,COP,0
100676,ET RIFLE PRET MASC SLIM T32 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T32 L34,1,175,COP,0
100677,ET RIFLE PRET MASC SLIM T34 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T34 L32,1,175,COP,0
100678,ET RIFLE PRET MASC SLIM T34 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T34 L34,1,175,COP,0
100679,ET RIFLE PRET MASC SLIM T36 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T36 L32,1,175,COP,0
100680,ET RIFLE PRET MASC SLIM T36 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T36 L34,1,175,COP,0
100681,ET RIFLE PRET MASC SLIM T38 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T38 L32,1,175,COP,0
100682,ET RIFLE PRET MASC SLIM T38 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710622,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SLIM T36 L34,1,175,COP,0
100683,ET RIFLE PRET MASC SLIM T40 L32 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,,,1,175,COP,0
100684,ET RIFLE PRET MASC SLIM T40 L34 2021 7101622,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,,,1,175,COP,0
100685,ET RIFLE PRET FEM SKINNY T4 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T4  L CORTO,1,175,COP,0
100686,ET RIFLE PRET FEM SKINNY T4 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T4  L LARGO,1,175,COP,0
100687,ET RIFLE PRET FEM SKINNY T6 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T6  L CORTO,1,175,COP,0
100688,ET RIFLE PRET FEM SKINNY T6 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T6  L LARGO,1,175,COP,0
100689,ET RIFLE PRET FEM SKINNY T8 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T8  L CORTO,1,175,COP,0
100690,ET RIFLE PRET FEM SKINNY T8 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T8  L LARGO,1,175,COP,0
100691,ET RIFLE PRET FEM SKINNY T10 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T10  L CORTO,1,175,COP,0
100692,ET RIFLE PRET FEM SKINNY T10 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T10  L LARGO,1,175,COP,0
100693,ET RIFLE PRET FEM SKINNY T12 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T12  L CORTO,1,175,COP,0
100694,ET RIFLE PRET FEM SKINNY T12 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T12  L LARGO,1,175,COP,0
100695,ET RIFLE PRET FEM SKINNY T14 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T14  L CORTO,1,175,COP,0
100696,ET RIFLE PRET FEM SKINNY T14 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,710628,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 SKINNY  T14  L LARGO,1,175,COP,0
100697,ET RIFLE PRET FEM SKINNY T16 L CORTO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,,,1,175,COP,0
100698,ET RIFLE PRET FEM SKINNY T16 L LARGO 2021 7101628,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,12/20/2021,,,,1,175,COP,0
100699,ET RIFLE PRET FEM JEGGING T4 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/4/2022,,,,1,175,COP,0
100700,ET RIFLE PRET FEM JEGGING T4 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T4 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T4 L LARGO,500,175,COP,0
100701,ET RIFLE PRET FEM JEGGING T6 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T6 L CORTO,1,175,COP,0
100702,ET RIFLE PRET FEM JEGGING T6 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T6 L LARGO,1,175,COP,0
100702,ET RIFLE PRET FEM JEGGING T6 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T6 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T6 L LARGO,1,175,COP,0
100703,ET RIFLE PRET FEM JEGGING T8 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/4/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T8 L CORTO,1,175,COP,0
100704,ET RIFLE PRET FEM JEGGING T8 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T8 L LARGO,1,175,COP,0
100704,ET RIFLE PRET FEM JEGGING T8 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T8 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T8 L LARGO,1,175,COP,0
100705,ET RIFLE PRET FEM JEGGING T10 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T10 L CORTO,1,175,COP,0
100706,ET RIFLE PRET FEM JEGGING T10 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T10 L  LARGO,1,175,COP,0
100706,ET RIFLE PRET FEM JEGGING T10 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T10 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T10 L LARGO,1,175,COP,0
100707,ET RIFLE PRET FEM JEGGING T12 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/4/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T12 L CORTO,1,175,COP,0
100708,ET RIFLE PRET FEM JEGGING T12 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T2 L LARGO,1,175,COP,0
100708,ET RIFLE PRET FEM JEGGING T12 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T12 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T12 L LARGO,1,175,COP,0
100709,ET RIFLE PRET FEM JEGGING T14 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T14 L CORTO,1,175,COP,0
100710,ET RIFLE PRET FEM JEGGING T14 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T14 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T14 L LARGO,1,175,COP,0
100710,ET RIFLE PRET FEM JEGGING T14 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 232D106,ETIQUETA PAPEL PRETINA FEMENINA RIFLE 2021 JEGGING/TIRO ALTO T14 L LARGO,1,175,COP,0
100711,ET RIFLE PRET FEM JEGGING T16 L CORTO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,,,1,175,COP,0
100712,ET RIFLE PRET FEM JEGGING T16 L LARGO 2021 7101629,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/17/2022,,7101629 T16 L LARGO,ETIQUETA PAPEL PRETINA FEMENINO RIFLE 2021 JEGGIN T16 L LARGO,1,175,COP,0
100713,ET RIFLE PRET MASC SUPER SLIM T28 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T28 L32,1,175,COP,0
100714,ET RIFLE PRET MASC SUPER SLIM T28 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T28 L34,1,175,COP,0
100715,ET RIFLE PRET MASC SUPER SLIM T30 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T30 L32,1,175,COP,0
100716,ET RIFLE PRET MASC SUPER SLIM T30 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T30 L34,1,175,COP,0
100717,ET RIFLE PRET MASC SUPER SLIM T32 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T32 L32,1,175,COP,0
100718,ET RIFLE PRET MASC SUPER SLIM T32 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T32 L34,1,175,COP,0
100719,ET RIFLE PRET MASC SUPER SLIM T34 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T34 L32,1,175,COP,0
100720,ET RIFLE PRET MASC SUPER SLIM T34 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T34 L34,1,175,COP,0
100721,ET RIFLE PRET MASC SUPER SLIM T36 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T36 L32,1,175,COP,0
100722,ET RIFLE PRET MASC SUPER SLIM T36 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T36 L34,1,175,COP,0
100723,ET RIFLE PRET MASC SUPER SLIM T38 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T38 L32,1,175,COP,0
100724,ET RIFLE PRET MASC SUPER SLIM T38 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T38 L34,1,175,COP,0
100725,ET RIFLE PRET MASC SUPER SLIM T40 L32 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T40 L32,1,175,COP,0
100726,ET RIFLE PRET MASC SUPER SLIM T40 L34 2021 7101625,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,3/31/2022,,7101625 132D105,ETIQUETA PAPEL PRETINA MASCULINO RIFLE 2021 SUPER SLIM T40 L34,1,175,COP,0
100727,ET RIFLE PRET FEM WIDE LEG TALTO T4 L CORTO 2021 7101634,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,,,1,175,COP,0
100728,ET RIFLE PRET FEM WIDE LEG TALTO T6 L CORTO 2021 7101634,CN900588501,COMERCIALIZADORA MUNDO JEANS SAS,Y,1/14/2022,,710634,ETIQUETA PAPEL PRETINA FEMINA RIFLE  2021 WIND LEG / TALTO  T6  LCORTO,1,175,COP,0
